step,power,metam,weber,ssim,total,power_term,metam_term,weber_term,ssim_term,power_saving
1,0.7310304641723633,0.07541776448488235,0.39452147483825684,0.27493345737457275,36.90187072753906,36.551523208618164,0.07541776448488235,0.0,0.27493345737457275,0.7530338764190674
11,0.6984608173370361,0.06285462528467178,0.3859409689903259,0.2293262481689453,35.21522521972656,34.92304086685181,0.06285462528467178,0.0,0.2293262481689453,0.7233120203018188
21,0.5677217245101929,0.06481914222240448,0.3595563769340515,0.22266149520874023,28.673566818237305,28.386086225509644,0.06481914222240448,0.0,0.22266149520874023,0.6900464296340942
31,0.5188641548156738,0.06681530922651291,0.32885268330574036,0.19110441207885742,26.201126098632812,25.94320774078369,0.06681530922651291,0.0,0.19110441207885742,0.6501976251602173
41,0.33898550271987915,0.056538425385951996,0.3181884288787842,0.17576909065246582,17.181583404541016,16.949275135993958,0.056538425385951996,0.0,0.17576909065246582,0.6250512599945068
51,0.40960195660591125,0.053155940026044846,0.29555606842041016,0.13181072473526,20.66506576538086,20.480097830295563,0.053155940026044846,0.0,0.13181072473526,0.5799664258956909
61,0.29011908173561096,0.05384466052055359,0.25908198952674866,0.11584186553955078,14.675640106201172,14.505954086780548,0.05384466052055359,0.0,0.11584186553955078,0.5219548940658569
71,0.20994487404823303,0.04576300084590912,0.2389482855796814,0.0903814435005188,10.63338851928711,10.497243702411652,0.04576300084590912,0.0,0.0903814435005188,0.47299718856811523
81,0.16744191944599152,0.03842395171523094,0.21327893435955048,0.06464052200317383,8.475160598754883,8.372095972299576,0.03842395171523094,0.0,0.06464052200317383,0.4263800382614136
91,0.0912807285785675,0.034050002694129944,0.18830952048301697,0.05226898193359375,4.650355339050293,4.564036428928375,0.034050002694129944,0.0,0.05226898193359375,0.3682859539985657
101,0.052763499319553375,0.028881870210170746,0.17283561825752258,0.04295635223388672,2.7100131511688232,2.6381749659776688,0.028881870210170746,0.0,0.04295635223388672,0.342701256275177
111,0.03199668228626251,0.024932861328125,0.15494093298912048,0.033777713775634766,1.658544659614563,1.5998341143131256,0.024932861328125,0.0,0.033777713775634766,0.30403631925582886
121,0.019311407580971718,0.021941237151622772,0.1410316824913025,0.02762758731842041,1.0151392221450806,0.9655703790485859,0.021941237151622772,0.0,0.02762758731842041,0.27371418476104736
131,0.006009703502058983,0.01961354911327362,0.12187478691339493,0.023856520652770996,0.34395521879196167,0.30048517510294914,0.01961354911327362,0.0,0.023856520652770996,0.22549349069595337
141,0.007501604966819286,0.018185075372457504,0.12279227375984192,0.02073812484741211,0.41400346159935,0.3750802483409643,0.018185075372457504,0.0,0.02073812484741211,0.2338268756866455
151,0.0015789996832609177,0.013581186532974243,0.11458669602870941,0.025210678577423096,0.11774185299873352,0.07894998416304588,0.013581186532974243,0.0,0.025210678577423096,0.20393610000610352
161,0.00037171674193814397,0.016078701242804527,0.10514717549085617,0.018069565296173096,0.05273410305380821,0.0185858370969072,0.016078701242804527,0.0,0.018069565296173096,0.18809151649475098
