step,power,metam,weber,ssim,total,power_term,metam_term,weber_term,ssim_term,power_saving
1,0.12986454367637634,0.05512523651123047,0.3664989471435547,0.31084775924682617,6.8592000007629395,6.493227183818817,0.05512523651123047,0.0,0.31084775924682617,0.7452656030654907
11,0.20719997584819794,0.054709915071725845,0.34482482075691223,0.24906933307647705,10.663778305053711,10.359998792409897,0.054709915071725845,0.0,0.24906933307647705,0.7226437330245972
21,0.17035670578479767,0.059049349278211594,0.3361934423446655,0.23020869493484497,8.807093620300293,8.517835289239883,0.059049349278211594,0.0,0.23020869493484497,0.6981512308120728
31,0.10372117906808853,0.050874851644039154,0.3212437331676483,0.23360800743103027,5.470541954040527,5.186058953404427,0.050874851644039154,0.0,0.23360800743103027,0.6765420436859131
41,0.0977061539888382,0.059826578944921494,0.29309016466140747,0.2065017819404602,5.151636123657227,4.88530769944191,0.059826578944921494,0.0,0.2065017819404602,0.6657410860061646
51,0.09331560879945755,0.04534904658794403,0.29580527544021606,0.17919093370437622,4.890320777893066,4.6657804399728775,0.04534904658794403,0.0,0.17919093370437622,0.6209015846252441
61,0.07283475995063782,0.044256050139665604,0.27100664377212524,0.15765440464019775,3.8436484336853027,3.641737997531891,0.044256050139665604,0.0,0.15765440464019775,0.5898067951202393
71,0.0744849443435669,0.04168644919991493,0.2585059404373169,0.1256093978881836,3.89154314994812,3.7242472171783447,0.04168644919991493,0.0,0.1256093978881836,0.5481472015380859
81,0.07328473776578903,0.0400969423353672,0.2289333939552307,0.10012590885162354,3.804459571838379,3.6642368882894516,0.0400969423353672,0.0,0.10012590885162354,0.5008934736251831
91,0.055716708302497864,0.036522988229990005,0.20569099485874176,0.07863759994506836,2.900996208190918,2.785835415124893,0.036522988229990005,0.0,0.07863759994506836,0.46104300022125244
101,0.028085296973586082,0.03546321764588356,0.1779579073190689,0.06145071983337402,1.5011787414550781,1.4042648486793041,0.03546321764588356,0.0,0.06145071983337402,0.43048912286758423
111,0.020356617867946625,0.023597825318574905,0.1714521050453186,0.04789900779724121,1.0893276929855347,1.0178308933973312,0.023597825318574905,0.0,0.04789900779724121,0.38566941022872925
121,0.013483891263604164,0.02036871202290058,0.15345652401447296,0.03648853302001953,0.7310518026351929,0.6741945631802082,0.02036871202290058,0.0,0.03648853302001953,0.3465900421142578
131,0.008624758571386337,0.021009190008044243,0.13126856088638306,0.026233792304992676,0.47848090529441833,0.43123792856931686,0.021009190008044243,0.0,0.026233792304992676,0.3085189461708069
141,0.005213666241616011,0.015790652483701706,0.11610917747020721,0.02015209197998047,0.2966260313987732,0.26068331208080053,0.015790652483701706,0.0,0.02015209197998047,0.27198100090026855
151,0.004193482920527458,0.018304899334907532,0.10517053306102753,0.015872597694396973,0.2438516467809677,0.2096741460263729,0.018304899334907532,0.0,0.015872597694396973,0.24220061302185059
161,0.00109405058901757,0.012501506134867668,0.10045775026082993,0.014923691749572754,0.08212772756814957,0.0547025294508785,0.012501506134867668,0.0,0.014923691749572754,0.22335898876190186
171,0.0010473172878846526,0.013870608992874622,0.09227614849805832,0.01240074634552002,0.07863721996545792,0.05236586439423263,0.013870608992874622,0.0,0.01240074634552002,0.21325689554214478
181,0.0012355595827102661,0.013853037729859352,0.09392858296632767,0.008656978607177734,0.08428799360990524,0.061777979135513306,0.013853037729859352,0.0,0.008656978607177734,0.21751070022583008
191,0.000127210165373981,0.009959042072296143,0.08658752590417862,0.010747313499450684,0.02706686407327652,0.00636050826869905,0.009959042072296143,0.0,0.010747313499450684,0.19010323286056519
201,0.0001953879400389269,0.009448225609958172,0.08654443919658661,0.008539974689483643,0.027757596224546432,0.009769397001946345,0.009448225609958172,0.0,0.008539974689483643,0.1930375099182129
211,1.5131968211790081e-06,0.01172722689807415,0.07155770063400269,0.008360147476196289,0.02016303315758705,7.56598410589504e-05,0.01172722689807415,0.0,0.008360147476196289,0.1723044514656067
221,4.677364995586686e-05,0.00973221380263567,0.08201862871646881,0.00923311710357666,0.021304013207554817,0.002338682497793343,0.00973221380263567,0.0,0.00923311710357666,0.18374258279800415
231,3.0052195143071003e-05,0.009575105272233486,0.08107513934373856,0.008999466896057129,0.020077181980013847,0.0015026097571535502,0.009575105272233486,0.0,0.008999466896057129,0.18148928880691528
241,4.166824965068372e-06,0.009955711662769318,0.0736597329378128,0.008460402488708496,0.018624454736709595,0.0002083412482534186,0.009955711662769318,0.0,0.008460402488708496,0.1710323691368103
251,2.2138783606351353e-06,0.010950933210551739,0.07612991333007812,0.008156120777130127,0.019217748194932938,0.00011069391803175677,0.010950933210551739,0.0,0.008156120777130127,0.17521560192108154
261,9.165387382381596e-06,0.008432073518633842,0.07730221003293991,0.008418083190917969,0.017308425158262253,0.0004582693691190798,0.008432073518633842,0.0,0.008418083190917969,0.16798067092895508
271,4.0354054362978786e-05,0.010816679336130619,0.06683219969272614,0.00730586051940918,0.02014024183154106,0.0020177027181489393,0.010816679336130619,0.0,0.00730586051940918,0.1604306697845459
281,1.7317395759164356e-05,0.009790654294192791,0.07957293093204498,0.00792151689529419,0.018578041344881058,0.0008658697879582178,0.009790654294192791,0.0,0.00792151689529419,0.178730309009552
291,4.720552169601433e-05,0.01142900064587593,0.071888267993927,0.007207512855529785,0.020996790379285812,0.0023602760848007165,0.01142900064587593,0.0,0.007207512855529785,0.16460752487182617
301,1.359546513413079e-05,0.009734444320201874,0.07920940220355988,0.007844746112823486,0.018258962780237198,0.0006797732567065395,0.009734444320201874,0.0,0.007844746112823486,0.1778966784477234
311,3.8483070966321975e-05,0.011334347538650036,0.07932934165000916,0.006044507026672363,0.019303008913993835,0.0019241535483160987,0.011334347538650036,0.0,0.006044507026672363,0.18495720624923706
321,1.8285514670424163e-05,0.008284338749945164,0.0730232298374176,0.007381021976470947,0.016579635441303253,0.0009142757335212082,0.008284338749945164,0.0,0.007381021976470947,0.16677218675613403
331,5.2214072638889775e-05,0.011400816030800343,0.07162535190582275,0.007147789001464844,0.021159309893846512,0.0026107036319444887,0.011400816030800343,0.0,0.007147789001464844,0.16410666704177856
341,4.4020198401995e-05,0.009540547616779804,0.071376733481884,0.007941246032714844,0.019682804122567177,0.00220100992009975,0.009540547616779804,0.0,0.007941246032714844,0.16554975509643555
351,3.2802524856379023e-06,0.01064038835465908,0.07433266192674637,0.00775599479675293,0.018560394644737244,0.00016401262428189511,0.01064038835465908,0.0,0.00775599479675293,0.17098653316497803
361,5.027109000366181e-05,0.009496079757809639,0.0711473748087883,0.007867932319641113,0.019877566024661064,0.0025135545001830906,0.009496079757809639,0.0,0.007867932319641113,0.1650359034538269
